,screenName,userId,text,location,multi-team
2314,OVO_Lukee,2808434855.0,@lisaricheyy #TeamValor 😈😈,"Bayonet Point, FL",False
2315,DaGinga80,19676810.0,":-)

#PokemonGo 
#TeamInstinct 
#KnivesMeowRocks @ St. Louis https://t.co/x3MCQUq6Bj","St Louis, MO",False
2316,stumblebee,26041511.0,i picked team valor bc it was the most communist looking pokemon team,"Portland, OR",False
2317,tothemax78,31212630.0,I came for Grace's play but I'm really here to secure the Stadium Theatre's gym for Team Valor https://t.co/aLedi4moxl,"Woonsocket, RI",False
2318,sugarlustx,20636918.0,Get it #TeamValor #PokemonGO #GymLeader #SalemVA https://t.co/bxyCG4WmQA,Roanoke College,False
2319,Pastor_Bustos,245608659.0,Pokemon Go causing gang fights in my area. Bloods vs crips. 😂😂😂 good thing im in team Instinct. Noone chose that team.,"Union City, CA",False
2320,CLLCTVshop,3059772739.0,Team Instinct!!! Roll through the shop today for a special promotion!,"Los Angeles, CA",False
2321,lady_yamarie,2510162701.0,Representing TEAM INSTINCT! 💛💥☇☈ https://t.co/NWdVSpzHNO,Busch Gardens Tampa,False
2322,tonyblasa,513669734.0,I've taken two gyms in Yankton so far #TeamValor,"Yankton, SD",False
2323,PaigeMadison012,45083501.0,Finally got my first gym! #TeamValor ✊🏻,"Denton, TX",False
2324,KoskeKishi,3226855682.0,A coworker of mine was nice enough to give me one of these. ✊🏽 #teaminstinct #pokemongo… https://t.co/maU2VO66IH,"San Jose, CA",False
2325,teammysticsp,3242498067.0,"Vamos mostrar quem manda, #TeamMystic https://t.co/Zmol4QW0f1","Anaheim, CA",False
2326,umdavidok,518050726.0,Block me back if you not #TeamValor,"North Port, FL",False
2327,JustTakeMeHome_,635187828.0,@SkysDahLimit1 @DaPokemonBro TEAM VALOR BITCH,"Fresno, CA",False
2328,MikeNerdlaw,2453245044.0,American Eagle repping #TeamMystic obviously.  #PokeGoMOA https://t.co/dRcSnkhkmc,"Bloomington, MN",False
2329,kennediegriggs,40784090.0,Off we go #PokemonGO #TeamValor https://t.co/uG1EtoZBo4,"Memphis, TN",False
2330,Bracat_,575729987.0,When someone's on team valor 🙄 https://t.co/GGnXVKec0d,"New Haven, MI",False
2331,morguemuffin,173968165.0,#PokemonGO #TeamMystic https://t.co/JZdjyTFfDv,Bristol Renaissance Faire,False
2332,Chase_King_Will,2447113915.0,Anyone in town on #TeamInstinct like to meet up? Done place public. Like Chipotle or something. https://t.co/5xNIzSqpLK,"Norwood, OH",False
2333,TDeadw8,2421425322.0,Go #TeamMystic @mallofamerica #PokeGoMOA,"Bloomington, MN",False
2334,Jxhnnnn08,3321813472.0,TEAM VALOR!!!!!! https://t.co/oz975DcVrv,"El Paso, TX",False
2335,abbynerdin,2624767324.0,"@ayee_QueenK did what, get Pokemon go, join team mystic or get custom shirts done, bc I did all 3 of those","Hillsboro, OR",False
2336,MadDragonFury,438038595.0,Accurate. #TeamValor https://t.co/0G8ef9vWXR,"Kankakee, IL",False
2337,C_Ditty,516040377.0,#TeamValor https://t.co/8a1uPyNd6T,"Georgia, USA",False
2338,branmuffinbob,3268559538.0,#TeamValor  https://t.co/cLACLe4F4i,"Minneapolis, MN",False
2339,ryanthemaker,1700952626.0,I can't eat here anymore...#TeamMystic https://t.co/0xsjf4pjqI,"Arizona, USA",False
2340,ActuallyCryBaby,1005883915.0,@EyeAmSergio I'll fix that #TeamMystic,"Monrovia, CA",False
2341,Carolin3Johnson,549722335.0,@CJCasey19 are you Team Instinct?!,"Austin, TX",False
2342,chrizferrer95,865667946.0,@oliviachivis chill blame Google search 😂😳 at least u not team valor so 👌🏽,"Grand Rapids, MI",False
2343,DarkVictoryBC,619122994.0,Doing my part to keep Western Wyoming Community College a #TeamValor establishment… https://t.co/KAtBkPsbvy,"Rock Springs, WY",False
2344,jmena068,144880857.0,The Biltmore is/was Mine #TeamValor #Lapras #CrownJewel… https://t.co/RKzToONs0p,"Coral Gables, FL",False
2345,JHammonsMusic,909446664.0,"Thought this game was gunna be silly, turns out I'm addicted! #teamvalor #paintthetownred… https://t.co/WYS6eEdhsM","Nashville, TN",False
2346,FGCUDirtyBirds,596454818.0,"It's blue AND a bird, could we really pick any other team? #WingsUp #TeamMystic https://t.co/WrIZSJ42uD","San Carlos Park, FL",False
2347,LindseyMurri,529988805.0,"If I were to take bets on this fight, even I wouldn't choose me. #PokemonGO #TeamMystic https://t.co/AWLJy0YnKv",Southern Utah University,False
2348,CruziHaze,478259088.0,"Worst feeling..
#TeamMystic 4 lyfe https://t.co/tS1gH3eDdA","West Virginia, USA",False
2349,_conisbomb,769725908.0,I disown my cousin because he's team valor,"Ohio, USA",False
2350,TylerGlendale,345419806.0,Took out a 4 person gym by myself. Now we out here. If you Team Instinct come through. #PokemonGO https://t.co/lG01DDaNC1,"Colorado, USA",False
2351,_Curt_2Dope,396183420.0,Y'all lame #TeamMystic  https://t.co/vChgzhoKER,"Homestead, FL",False
2352,abbynerdin,2624767324.0,Team mystic ftw https://t.co/TMZ1hWgq4f,"Hillsboro, OR",False
2353,T0k3nGaming,3909477192.0,"I'm I am ECSTATIC! 86 more candies til I get a Gengar! Welcome to #TeamValor, Haunter! #PokemonGO #Indianapolis https://t.co/SOiD01N65h",Greatimes Family Fun Park,False
2354,ntcrozier,1073549551.0,#PokemonGO #TeamMystic https://t.co/D1VBmunTFn,"Amherst, OH",False
2355,chrizferrer95,865667946.0,@oliviachivis @PokebalIGo #TEAMINSTINCT OR KYS,"Grand Rapids, MI",False
2356,TheRealKenyonta,2562695262.0,Who's on team mystic?!,"Florida, USA",False
2357,DesmondRoberts_,550714578.0,"Idk why people call it a competition...there is no competition, #TeamValor is the best. period. 😂🤘🏽","Loma Linda, CA",False
2358,SatchelWheeldon,348292405.0,go team valor!!! #PokeGoMOA,"Bloomington, MN",False
2359,Next_Jen,37933762.0,"Little girl, no more than six, is asking people if they are on the red team. #PokemonGO #TeamValor","Villas, FL",False
2360,Im_Refat,1116196388.0,@rahmanipour_ sorry for your loss 🌚#TeamInstinct ⚡️,"Downey, CA",False
2361,themattfox,71328843.0,@Magicblue940 @spaceagefox I picked the right team :3 #TeamMystic #OverNotUnder,"Barclay, NJ",False
2362,roxiesroad,838976354.0,team instinct is the most under appreciated pkm go team,"Oklahoma City, OK",False
2363,Sartorial_Kai,40971127.0,@DarthCvrdo team valor bruv,"Brooklyn, NY",False
2364,ForJacketsFans,1084950392.0,@kelkiiii #TeamInstinct fam,"Colorado, USA",False
2365,JaclynnDenise,29080852.0,@ROLLINS824 @PokemonGoNews #TeamValor,"Florida, USA",False
2366,ReverseDrew,35507124.0,#TeamValor  https://t.co/rSE8IRYAth,"California, USA",False
2367,jalenamc,151690344.0,@Jack_Septic_Eye and @markiplier  when u get to pick teams pick team valor! #PokemonGO,"Auburn, IN",False
2368,ChrisMorot,74353650.0,"#pokemon #pokemongo #florida #roadside #teamblue @ Kendall, Florida https://t.co/wz8LwYTt75","Kendall, FL",False
2369,TeamMysticPGH,7.521856094820352e+17,To prove the Eevee hack works: #PokemonGO #Jolteon #TeamMystic https://t.co/MIpcRrp97t,"West Homestead, PA",False
2370,Sartorial_Kai,40971127.0,@DarthCvrdo wen ya knw team mystic hit you a drive by i good,"Brooklyn, NY",False
2371,AntisocialAcorn,2364137196.0,@Chaosxsilencer TEAM MYSTIC,"Illinois, USA",False
2372,Nabrums,3150679663.0,I'D BETTER NOT SEE ANY OF YALL SPARROWS IN MY NEIGHBORHOOD #TeamMystic,"Pearland, TX",False
2373,IGalindo98,2503154436.0,@Anidem_hector @kevinnyoyo team valor 👀 https://t.co/zOPjHjfUVs,"Florence-Graham, CA",False
2374,teammysticsp,3242498067.0,"Aqui a gente mostra a verdade irmãozinho, Team Mystic vai D O M I N A R o Pokémon Go no Brasil 🙋",World of Disney,False
2375,EdgarGtzSo,301673446.0,@ImaBillygoat TEAM MYSTIC BABY YEAH,"Hutchinson, KS",False
2376,Nabrums,3150679663.0,IF YOU RED YO GYM DEAD #TeamMystic,"Pearland, TX",False
2377,DestinLegarie,16463030.0,@PokeWire I took a gym for Team Mystic but yeah down again,"Walnut Creek, CA",False
2378,genuhsys,2363151966.0,@NEUTRALMAMI SO ESPENSIVE BUT HELL YE TEAM MYSTIC,"Margate, FL",False
2379,GdoubleT,39415403.0,But is he Team Valor? https://t.co/XKJoDQPQpl,"North Carolina, USA",False
2380,NEUTRALMAMI,2163754391.0,@genuhsys #TEAMMYSTIC,"Tamarac, FL",False
2381,SamJakubowski,543044617.0,When Hilary Clinton says she choose #TeamValor https://t.co/rjYSseyChm,"Walker, MI",False
2382,gato_gabie,1192280317.0,@lovely_gen13 @KarlaMorando #TeamMystic,"Los Angeles, CA",False
2383,TheRileySelf,2834655920.0,#TeamMystic https://t.co/gUPifpxLvm,"Grand Prairie, TX",False
2384,Reckless_Demure,3415122432.0,#teamvalor #valor #gymleader #pokemon #pokemongo #trainer #pokemontrainer #redteam #red #gym #team #lineup #lame https://t.co/rDDNDenpe6,"Louisiana, USA",False
2385,_OhAndre,1015624681.0,#TeamValor https://t.co/RsUEttMIqM,"Mission, TX",False
2386,Carolin3Johnson,549722335.0,@Carolin3Johnson @TeamInstinct_Go @TeamInstinctTX proud to say Team Instinct controls the state capitol. 😈,"Austin, TX",False
2387,Deadicio,3005726106.0,Team Valor are those people who see you doing dishes yet slowly slide their plate into the sink,"Tennessee, USA",False
2388,Sackofyomama,2486049546.0,I joined team instinct and now me and Annie are enemies.,"Norland, FL",False
2389,stefunnyface,30605696.0,Wth I'm team instinct... Anyone else on that team? Lol what's the difference between the teams anyways? Lol,"La Palma, CA",False
2390,spikedudej,74350680.0,#TeamValor is victorious as we hold down the Batmobile Pokémon Gym at the end of our… https://t.co/Fvd0zA6plt,"New Jersey, USA",False
2391,genuhsys,2363151966.0,@kelsey_mackley https://t.co/sszNWbXh6i if you want it heres the link! they also have the other teams :-),"Margate, FL",False
2392,genuhsys,2363151966.0,@walkingxilusion https://t.co/sszNWbXh6i if you want it!!! they also have the other teams,"Margate, FL",False
2393,genuhsys,2363151966.0,@NEUTRALMAMI $30+ shipping!!! 👻heres rhe link if u want it! they also have the other teams!! https://t.co/sszNWbXh6i,"Margate, FL",False
2394,OhHeyyItsMegan,51802667.0,I feel like all of team Instinct would be Hufflepuffs.,"Lenoir City, TN",False
2395,HUNGRYxB3AR,124542659.0,"Hey #SOMIAMI I'm going to @FIU tomorrow to go #PokemonHuntig who's in?
#TeamValor #PokemonGO #PokemonGOMiami","Kendall, FL",False
2396,bailyyy_d,3587955314.0,Team valor wassup,"California, USA",False
2397,joseeguia93,396396075.0,@edwin_moran or are you team instinct? Lol,"Sherman, TX",False
2398,Kittenthehut,846241476.0,I'm the #kingkitten of the castle 👑👅✨ #gymleader #TeamMystic #PokemonGO https://t.co/XaAeLsMGGZ,"Cutler, FL",False
2399,Triggerhappy938,15931930.0,@AngriestPat clearly the work of a team mystic stand,"Little Rock, AR",False
2400,joshfranz,60812831.0,"I'm sure it'll be short lived, but I'm the gym leader. #PokemonGo #Menan #TeamMystic @ Menan… https://t.co/Lg5i2HOn2d","Idaho, USA",False
2401,runingwithmuses,626084242.0,@amrantro @BlueXdel I'm #TeamMystic because I am a champion 💁🏼✨,"Ensley, FL",False
2402,joseeguia93,396396075.0,"@edwin_moran lemme guess team mystic? Correct me if I'm wrong but it's pronounced ""missing dick"" right?","Sherman, TX",False
2403,Michi4Lost,23783950.0,@elyseexplosion Wooo!! *high fives* #teaminstinct ftw,"Mission Bend, TX",False
2404,runingwithmuses,626084242.0,@amrantro @BlueXdel @CatchEmAlI Uhm big no you're wrong #TeamMystic all the way,"Ensley, FL",False
2405,elyseexplosion,14218833.0,@Michi4Lost Go #TeamInstinct !!,"Bridgewater, NJ",False
2406,TrapGodMiguel,3014037937.0,@Iytez just you and me for team instinct,"San Bernardino, CA",False
2407,clevrbrilntmad,108574656.0,That's right! #teamvalor #teamred pokemongooffical #pokemongo… https://t.co/DpLr8JKrMX,"Portland, OR",False
2408,Gettsomeekeiith,1120915710.0,@nat_the_cattt #TeamInstinct,"Fresno, CA",False
2409,kzkzkz,14081391.0,"In my hood, they're slowly turning into tailgates. #TeamMystic @pincheponchi","Chandler, AZ",False
2410,Jesse_Aguirre,166751381.0,@MayanNaise92 @UGottaLoveLiz So does that mean Team Instinct is the Salty's Splatoon ?😐😐,"Houston, TX",False
2411,MerkdirtyMark,1055539482.0,I caught a rhydon so fuck you! #TeamMystic,"Safety Harbor, FL",False
2412,booopsboops,2253056531.0,A good thing about being team instinct is that most gyms aren't instinct and you get lots of xp for beating gyms,"Pennsylvania, USA",False
2413,binana240,1240038510.0,@mostillusive #TeamMystic 😩😤💙👇💯 https://t.co/fQxH6LXYEt,"Alum Rock, CA",False
2414,heyychan,545614466.0,I am done eating @Arbys now. #teammystic https://t.co/FDe6Yw5PKE,"Florida, USA",False
2415,alex_1916,58640374.0,Somebody from Team Valor come to Triangle Park and put their Pokemon in this gym.,"Greater Eastwood, Houston",False
2416,Themfox32,493739792.0,#TEAMVALOR https://t.co/xIXJrt7biy,"Murraysville, NC",False
2417,harrisonobrecht,535943073.0,Me and @kyle_bball_02 will catch 'em all #TeamValor,"Tallahassee, FL",False
2418,PatrickStrawn,425599888.0,"Team instinct is stacked!!1!! Cory in the house, more like Cory in the GYM holding shit down with pikachu!!! 🙌🏼🙌🏼🙌🏼 https://t.co/EjTZrTsLrU","West Chester, PA",False
2419,TeamMysticEPTX,7.51758812537729e+17,Do any El Paso #TeamMystic members want to meet up and go gym conquering/Pokemon hunting? If so DM me. Im trying to get a decent sized group,"El Paso, TX",False
2420,Reckless_Demure,3415122432.0,#pokemon #pokemongo #teamvalor #valor #redteam #red #team #redtillimdead https://t.co/wUi7F0hh4x,"Louisiana, USA",False
2421,queenxjennie,291938632.0,Team Mystic all the way  https://t.co/ybaPmoERd6,"Houston, TX",False
2422,MatthewENordin,2811846505.0,When you catch that last #Eevee to evolve but it's stuck in a gym... #PokemonGO #TeamValor #SparkyJolteon https://t.co/P6hkmy2wIl,"Watertown, MN",False
2423,allansteiner,59530841.0,@PokemonGoApp 9 days in and I'm already approaching 40 miles of walking/biking. &amp; 50 gym wins. #TeamInstinct https://t.co/vyui2QcV60,"California, USA",False
2424,MyTop5Comics,471810878.0,@TeamMystic Mess with the best. Die like the rest! #TeamMystic #PokemonGo https://t.co/cw5lFOcJv7,"Kansas City, MO",False
2425,heeroyuy135,24800727.0,"I'm in the Bay, stealing your gyms (cc salty @nateb39007) #PokemonGo #Pokemon #TeamValor… https://t.co/218sTjItE1","Danville, CA",False
2426,SammyVega98,7.519296520343716e+17,Team instinct! ⚡️ @TeamInstinctTN @TeamInstinctPKM @InstinctPGO @TeamInstinct_Go @TeamInstinctPGO https://t.co/j8Xl63w37k,"Seymour, TN",False
2427,TeamValorDE,7.526478409172255e+17,Tracking system seems to be down. Don't let that stop you from #PaintingItRed ! #TeamValor,"Delaware, USA",False
2428,ciarathompson23,2678664192.0,@alyciashiann team mystic has nothing to do with it,"California, USA",False
2429,_svaetoe,7.404511040188457e+17,#TeamValor  https://t.co/ldwQgS86Ua,"Tacoma, WA",False
2430,DelilahLovett,24780812.0,When you wake up to your team taking back the gyms near your house. #TeamMystic #PokemonGO https://t.co/NYpwEyjeka,"Modesto, CA",False
2431,Toxinous,2733717523.0,@Toxinous FREE RIDES FOR TEAM MYSTIC TOO BC YALL SQUAD,"Pomona, CA",False
2432,Alvxnovo,717154074.0,#TeamMystic all the way https://t.co/s0c0LqkaWK,"Country Club, FL",False
2433,ndreagobbi,49620127.0,"Why is everyone choosing #TeamMystic on #PokemonGO? 

https://t.co/nOZ5pWig31","Riviera Beach, FL",False
2434,joseeguia93,396396075.0,Doubt this pertains to anyone but team valor is having a meet and greet for members around 7 at the court house,"Sherman, TX",False
2435,ItsGingerJoe,2272085129.0,@bmullin1403 @DomNuggaNong @mymanDante @SeanMcCallBT team mystic sucks dick it rhymes so you know it's true,"Boulder, CO",False
2436,EmCeePanda,54080020.0,NYC takeover sorry Detroit. I came. I saw. I conquered. #PokemonGo #TeamValor #🍾🐼 @ Hockeytown Cafe https://t.co/XoGvZY49sq,"Detroit, MI",False
2437,whos_hunter,3240101994.0,#TeamMystic https://t.co/0sAeOqXGRe,"Wylie, TX",False
2438,amjay718,1542347431.0,@UpUpDwnDwn @XavierWoodsPhD #TeamValor all the way https://t.co/HoDbgNR1Uz,"Bronx, NY",False
2439,wateryo_,2512568960.0,Most badass instinct post to date hahaha #Truu #TeamInstinct https://t.co/wyhclliHcm,"Beaufort, SC",False
2440,Lillian_Swan,7.396571089797775e+17,A turkey feather I painted to show my American Indian Pride along with #teamvalor pride. It's apart of my cosplay. https://t.co/ToVQy3hoGN,"Michigan, USA",False
2441,bribellaa,7.150451358018519e+17,"hey hey hey. miss, team valor is where it's at. https://t.co/HauuL4pZVa","Canton, GA",False
2442,joaqfoo,1915566776.0,Legit had some guy call me a peasant for being on team valor. But he couldn't take down my Arcanine 🤔🤓,"Fairfield, CA",False
2443,R0botHead,436716946.0,We are in and it is glorious! #pokemongo #teamyellow @ Charleston Historic District https://t.co/uuPlUePl6H,"South Carolina, USA",False
2444,PapaWis3,66367713.0,Team valor pretty much owns Indiana  now.,"Indiana, USA",False
2445,Lillian_Swan,7.396571089797775e+17,"Last but not least, I found this little cutie &lt;3

#poliwag #PokemonGO #pokemontrainer #teamvalor #LillianFox https://t.co/j2VvdnDFcK","Grand Rapids, MI",False
2446,_deliciaadee,3243873043.0,#TeamMystic,"University Place, WA",False
2447,JCSwishMan33,272030367.0,"@markiplier We'll forgive you, Mark... But once you ARE in, Team Valor is your friend. ;)","North Ridgeville, OH",False
2448,CyrisBalcer,4842913934.0,@Pokemon team valor get life lol!!,"Minnesota, USA",False
2449,Denimbeard,196888750.0,@danidonovan @JoshuaPrice88 @ZeLittleMan Are you really going to make me go to the zoo and make #TeamMystic the norm?!,"Omaha, NE",False
2450,B4Music,351080492.0,Of course I caught a #Chansey outside a @Cheesecake Factory... Waiting for a table I assume #PokemonGO #TeamInstinct https://t.co/IzYrLWqH7A,"Sherman Oaks, Los Angeles",False
2451,bmullin1403,363493179.0,"@DomNuggaNong @mymanDante @ItsGingerJoe @SeanMcCallBT could be worse, team instinct kids still think verve isnt a pyramid scheme","Springfield, PA",False
2452,tinkweed,50850981.0,He just wanted a little nibble before I caught him @tacobell #teaminstinct https://t.co/mm0StvnN2S,"Ashland, OH",False
2453,FlyGamer919,719499774.0,#TeamValor babyyyyyyy @XavierWoodsPhD @UpUpDwnDwn #PokemonGO https://t.co/bDVVdJSp0K,"New York, USA",False
2454,chrisaverybenne,278273185.0,@PokemonGoApp we are back online in Connecticut USA! #TeamMystic from the Monroe gym leader! Local team Mystic Captain.@PoGoServer,"Connecticut, USA",False
2455,jmena068,144880857.0,Homie didn't like fireball #PokemonGo #poliwag #TeamValor… https://t.co/sjHqkyvKbL,"Fort Lauderdale, FL",False
2456,bmullin1403,363493179.0,@DomNuggaNong @mymanDante @ItsGingerJoe @SeanMcCallBT TEAM MYSTIC KIDS THINK TONY ROMO IS A GOOD QUARTERBACK,"Springfield, PA",False
2457,kb_groves,3082964723.0,i chose team valor bc my favorite color is red...,"Winston-Salem, NC",False
2458,RapkookieA,1525563314.0,@MysticPGO #TeamMystic taking over #disneymagickingdoms https://t.co/9x3n0AvZ0B,"Florida, USA",False
2459,DomNuggaNong,100057955.0,@bmullin1403 @mymanDante @ItsGingerJoe @SeanMcCallBT TEAM VALOR...well all I gotta say is https://t.co/UNRbauVpdw,"Wildwood, NJ",False
2460,BrandeezyBREH,233080567.0,Who ever team mystic go to St. Paul United Methodist church off of alpine and hold down the fort.fort we get taken over I'm the 952 magmar,"Country Club, CA",False
2461,Maines_Aaron,519185709.0,"@MTWatson6 be careful bro, team mystic is coming for you https://t.co/fJjhuUnQ70","Oakbrook, KY",False
2462,RapkookieA,1525563314.0,#Pokemongo #TeamMystic #Magickingdom #Pokestop Disney Mk pokestop goldmine 😲😉😉 #TeamMystic gym control 👍👍👄💋 https://t.co/jA4hly78PV,"Florida, USA",False
2463,DomNuggaNong,100057955.0,@bmullin1403 @mymanDante @ItsGingerJoe @SeanMcCallBT TEAM VALOR DRINKS FROM THE TOLIET...AND THEY LIKE IT,"Wildwood, NJ",False
2464,jessiemay84,2242863848.0,#TeamInstinct for the win!!  https://t.co/my672sEzrr,"Bryan, TX",False
2465,MV_Peevy83,411817161.0,If you not team valor  you ain't nothin🔴🔴🔴🔴🔴🔴🔴🔴🔴,"Oklahoma City, OK",False
2466,WillShelton2,593346028.0,Can't mess with you anymore if you're not team instinct,"Covington, GA",False
2467,lexiowen13,156435867.0,Pretty much. #TeamMystic  https://t.co/Y04QSHsFze,"Iowa, USA",False
2468,gagelee08,7.294581127810253e+17,"@james_pesson swallowers are red, spitters are blue, valor is still better than you #TeamValor","Louisiana, USA",False
2469,ben_perlmutter,297981483.0,#PokemonGO servers are back up! Leggo #TeamMystic,"Santa Monica, CA",False
2470,HaleyDaze,944977537.0,"I live in a tiny tourist town and all the locals are #TeamInstinct.So whenever an outsider team(tourist) comes to town, we know. #PokemonGO","Oregon, USA",False
2471,danidonovan,16269197.0,ALL YOUR ZOO ARE BELONG TO US. 🦁🐯🐻💛 #PokemonGO #TeamInstinct #HenryDoorly https://t.co/9NQL8RNt9G,Henry Doorly Zoo and Aquarium,False
2472,Kittenthehut,846241476.0,#PokemonGO time! Let's rep some #TeamMystic today boiiisssss #gymleader https://t.co/4knnvKCxNY,"Kendall, FL",False
2473,Lillian_Swan,7.396571089797775e+17,"I was really glad to finally find an electric type.
#magnemite #PokemonGO #pokemontrainer #teamvalor #LillianFox https://t.co/7GCzOcn94S","Grand Rapids, MI",False
2474,NateWalkerr,346927963.0,Pokemon go fucked me. Woke up this morning with 0 Pokemon and I'm on team mystic. WTF,"Virginia, USA",False
2475,sillysilverbar,833868997.0,Leaning towards @TeamMysticPGO idk #TeamMystic,"Texas, USA",False
2476,_Thisblackguy,1556284093.0,TEAM VALOR LITTT https://t.co/5NGNyBdVPV,"Brooklyn, NY",False
2477,SEXYboyFUCHS,1413790483.0,@BryceC1_14 are you team instinct too!?,"West Nottingham, MD",False
2478,JafarProduction,7.004211530435871e+17,Team mystic of course 😏 https://t.co/KRK8kZfwW3,"Minneapolis, MN",False
2479,Gator_the_Tank,352584771.0,#PokemonGO servers are back up! Time to hunt! #TeamValor https://t.co/LnemDSdTSN,"Virginia, USA",False
2480,bryannoristz,776108994.0,I can't do the top one for team mystic  https://t.co/5askfAaRNh,"Kearny, NJ",False
2481,14Jumpyy,2500932705.0,#TeamInstinct,"Mount Juliet, TN",False
2482,TeoHalm,77578426.0,@salemmitchell TEAM VALOR BABY LETS GO,"Los Angeles, CA",False
2483,TheHarshilS,2310737543.0,If you're on Team Valor you have syphilis,"Mount Juliet, TN",False
2484,MetalMushin,603332749.0,"@ChaseVaughn You better be team valor, homie 😂","Orange, CT",False
2485,MCTinez817,44734668.0,@Phranchyze yuuuuuuuuhhhhhhh #TeamMystic,"Roanoke, TX",False
2486,CarterGast,2975306732.0,@MysticPGO Got the local gym locked down... #TeamMystic #PokemonGO https://t.co/OV8NY0PxBE,"Ohio, USA",False
2487,ParkerBuza,2188785751.0,@bob_saab someone's just mad because team mystic can't hold shit,"Vero Beach, FL",False
2488,Lillian_Swan,7.396571089797775e+17,"New Capture! 
#PokemonGO #pokemontrainer #LillianFox #teamvalor #downtowngrandrapids #rosaparkscircle #psyduck https://t.co/YWD6x8BXPg","Grand Rapids, MI",False
2489,Chwissyd,456070770.0,This is my fucking dude at the moment. #valor https://t.co/cJqXtUcyCR,"Sayre, PA",False
2490,BookishGamerGal,434738024.0,"Since I was sorted into Thunderbird at Ilvermorny, I joined #TeamInstinct . We're small and scrappy, but we know how to make some noise.","Vallejo, CA",False
2491,gopokegym,7.534362650437591e+17,@APMassacre @TeamInstinct_Go We've got hoodies :) https://t.co/Eo3spCvNZ6,"Boston, MA",False
2492,wzrdofos,1363557476.0,@MirFontane bitch ass team valor  https://t.co/2P7UmgKqHd,"Camden, NJ",False
2493,JRau42,429337011.0,@PGOTeamValor nice work boys! This is why Team Valor runs shit.  O more getting 3 vaporeon in a row lol,"Mount Pleasant, MI",False
2494,UPfitness_ct,7.492717922845286e+17,We have one more vinyasa YOGA class today this afternoon at 4! Sign UP now on the UP app! getUP #StayUP #nevergiveUP #yoga #mystic,"Mystic, CT",False
2495,angelicarabang,22357049.0,Woke up &amp; found that the 3 #PokemonGO gyms closest to me are #TeamInstinct 🙌🏽,"San Francisco, CA",False
2496,TheSavySav,167307096.0,#TeamInstinct @B_A_Goffney @susievroom  @payton35_ https://t.co/UhMDnwrkWw,"Folsom, CA",False
2497,BoofThePirate,741524479.0,#HailTheFrozenChicken #TeamValor https://t.co/ELMOpHo6qg,"Island Park, NY",False
2498,EloyDaGOAT,494755962.0,#TeamInstinct  https://t.co/RavwmxUxWR,"Houston, TX",False
2499,FootePajamas,420567634.0,@kelseyxofrain team mystic. Blue and Articuno are my favorite.,"Fort Wayne, IN",False
2500,CousinOllie,589478072.0,@Klubyeezy @TraplordKarim Team Valor bluhd,"Sacramento, CA",False
2501,Skullwarrior00,553760405.0,"Team mystic! 
#lilburn city park # gym leader #Vaporeon #almostCP1000 #blueteam #PokemonGO https://t.co/sL9CP6rXWU","Georgia, USA",False
2502,bwaymike,166031009.0,Team Valor nigga gang  RT @PokeIife: Battle pokemon not people https://t.co/9Mc7bc3kpP,"Fort George, Manhattan",False
2503,Real_Lexi_Leigh,1449287395.0,#TeamValor #ForLife,"Lubbock, TX",False
2504,BrodieRathbone,798794719.0,@EliasWerth @Funkadelic_11 We all know which team is the best... #TeamMystic,"Hillsboro, KS",False
2505,altalomakid,54635504.0,#TeamInstinct https://t.co/h6NvA9IBmD,"Rancho Cucamonga, CA",False
2506,KristenSeikaly,2804259511.0,That feeling when you can't log into #PokemonGO 😭😭😭 #TeamInstinct,"Philadelphia, PA",False
2507,MTWatson6,830806987.0,Team Valor fo life🖖🏽🔴😤,"Oakbrook, KY",False
2508,superduperZAY,1199710016.0,fuck y'all niggas. #TeamMystic #MysticGangOrDie #MGOD https://t.co/67jbqSveoy,"Honolulu, HI",False
2509,SupaSaiyanSqwee,715411657.0,@ChiefTonto17 and I met of some cool Team Mystic's yesterday 😌,"North Carolina, USA",False
2510,baldfatguy,32894786.0,Another Happy Customer! #TeamValor #pokemongo What team are you? @ Bald Fat Guy Screen Repair https://t.co/pAezgVPhI5,"Ohio, USA",False
2511,wickedwitless,166752468.0,I never did find the sign for team instinct! https://t.co/0tkXDC7icm,"Dallas, TX",False
2512,JustinCorsico,2179384023.0,I'm Crying bro Lmao Fuck Team Valor!!! @josh_jayestela  https://t.co/CwguV9ilTO,"Sanford, FL",False
2513,jorda6n,2326056583.0,@gabepomales1 team instinct,"Florida, USA",False
2514,CMPuLs3,19416579.0,"#PokemonGo Tip #1: If you didn't pick Team Instinct, you need to create a new gmail &amp; try again.","Edenton, NC",False
2515,JonesWJ,320196121.0,@borgqueenx I don't have to wish because it's true #TeamValor,"Linton Hall, VA",False
2516,IssacSanta_,1912291687.0,"Wack, #teamvalor  https://t.co/PHtGFha65b","San Diego, CA",False
2517,bat_biochem,3065924818.0,"Torn between loving #TeamMystic because of focus on evolution and hating Pokémon's use of ""evolution"" to mean change in an organism lifetime","Englewood Cliffs, NJ",False
2518,Mr_Teacher69,2861675912.0,Team Valor is for chumps💙💙,"Montclair, VA",False
2519,AaronWeinzierl,28099799.0,I have nothing to live for #PokémonGo #DistractedEverything #TeamMystic https://t.co/cFVxAJozQC,"Shelby, MI",False
